score,sentence1,sentence2
2,A girl bounces upside down on her head on a trampoline.,A girl is bouncing on her head on a trampoline.
0,A woman standing in front of trees and smiling.,A man is walking by trees in front of the city skyline.
1,A boy doing a back flip into a swimming pool.,A boy wearing red and blue swim trunks jumping head first into a swimming pool.
2,three little boys cover themselves with bubbles.,Three children standing by a pool are covered in foam bubbles.
0,The boy is looking up at the girl as another girl ignores them.,the boy is diving into the pool as the couple watch.
2,A black dog with a blue collar is running in the snow.,A black dog with a red collar plays in the snow.
2,A bird sits in a tree.,A bird sits in a leafless tree.
2,A brown dog chews on an orange ball.,A dog has an orange ball in its mouth.
0,A brown dog jumping into the air to catch a ball.,three young woman jumping into the air to catch a ball.
2,A child is walking from one picnic table to another.,The boy hops from one picnic table to the other in the park.
2,A dog in the snow.,Two dogs in snow.
2,Dalmation running along the beach.,A Dalmation runs along a beach.
2,A dog running through snow.,A dog runs in the snow.
0,Four black dogs run across the grass.,A dog runs across the grassy field.
2,A man in red and black is hitting a soccer ball with his head.,A man in a red striped soccer shirt heads a ball.
0,A brown dog is walking on the grass.,A dog chases another by a tree.
2,A woman placing a baby on a skateboard on the beach.,a woman holds a small baby on a skateboard at the beach
2,A black dog is biting a light brown dogs ear in a playful manner.,A black dog playfully bits another dog in a living room setting
2,The beagle is walking on the beach at the waterline.,A beagle walks along the calm shore.
2,The black and white dog runs through the grass.,A black and white dog is running through grass.
0,"Two dogs run through the snow, one with a tennis ball.","The boy is doing a stunt, through the air, on his bicycle."
2,A black dog is walking on the grass with a stick in it's mouth.,The black dog is running on the grass with a toy in it's mouth.
2,A man walks toward a policeman standing in a crosswalk on a city street.,A policeman stands in a crosswalk in a city.
2,A black dog and a white dog playing in the street.,A black dog and a white dog play in the street together.
2,A large black and white dog is swimming in the water.,A black and white dog with a stick is in muddy water.
2,A little boy clowns with a colander on his head.,A boy with a metal colander on his head.
0,Two constructions workers sit on a beam taking a break.,The man is putting on his shirt near an elevator.
0,A man and a woman laughing.,A man and a woman kiss.
1,"A black, brown and white dog running through a field.",A white and brown dog runs in a field.
2,Children are playing in a swimming pool while two adult men watch them.,Children play in a pool while adults look on.
0,Two kids splashing in the water.,Two dogs play together on the bed.
2,The brown and white dog is walking in shallow waters.,A white and brown dog appears to be walking on the water.
0,A woman reads while on public transportation.,A man who has fallen asleep on public transportation.
0,A bulldog is running through a grassy park while people stand in the background.,A dog is running in a large body of water causing it to splash.
1,A young boy riding a bike on a brick road,A person does tricks on a bike on a ramp surrounded by trees.
2,The young man is skateboarding at a skate park.,a boy in a blue T shirt is airborne on a skateboard in a skate park.
2,A girl jumping rope on a sidewalk near a parking garage.,A girl jumping rope on a sidewalk with a parking garage to the left.
2,A person is out in the water at the beach while the sun sets.,A person above their surfboard on the water.
2,A dog jumps in midair to catch a Frisbee.,The brown dog jumps for a pink Frisbee.
0,The dog returns the play toy to its master.,Three dogs race in the snow together.
2,Two females jump off of swings.,Two girls jump out of swings.
0,A woman with a young girl pose with bear statues in front of a store.,A man in a jersey stands in front of a large crowd.
2,A shirtless man playing football on a lawn.,A shirtless man catches a football
0,A girl wearing green twists something in her hands.,A young boy wearing only green shorts poses awkwardly with a brick background.
0,A man in a red jacket holds his bike for the picture.,A woman in a red jacket is video taping a natural landscape.
0,A boy jumps into a not-so-crowded public pool.,A man jumps while on a snowboard.
0,The clowns are striking a pose for the camera.,A child in orange is on a boogie board in the waves.
0,Four kids holding hands jump into a swimming pool.,Four dogs playing in the snow.
1,A boy pushes a wagon with two pumpkins.,A child squats behind a wagon with two pumpkins in it.
0,Two soccer players battle for the ball during an intense match.,Two little orange and white dogs are in the snow.
2,The black dog is walking through the tall grass.,The black dog is running through the grass.
2,Two black dogs playing in the snow.,A black dog digs in the snow.
2,A dog jumps over a chain.,A dog leaping over a chain.
2,A girl with a black purse sitting on a wooden bench.,A young woman with a black purse sits on a wooden bench.
1,A black and a yellow dog,A black dog and a brown-and-white dog play in a field.
2,Three children in a ball pit.,Several children playing in a ball pit.
2,A large white and grey dog runs through a yellow tunnel in an obstacle course.,A white and black dog is running out of a yellow and orange tube.
2,A swimmer is doing the backstroke in the swimming pool.,a person doing the back stroke in a swimming pool
0,A man stands astride a bike on a rocky trail by a lake.,"A woman is wearing a white headband, purple tank top and black gloves."
1,A brown dog is running through green grass.,A brown dog is running though a river.
2,A small white dog and large brown dog play on the grass.,A small light tan dog is running past a large brown dog standing in the grass.
2,A woman holds a dog while another dog stands nearby in a field.,A lady holding one dog while another dog is playing in the yard.
1,A black dog walking through water.,Two black dogs walking through the snow.
0,A black dog is running in snow.,A black dog is swimming with a ball in it's mouth.
0,A woman dressed in green is playing with her tan dog.,A tan dog licks a girls hand while laying down.
2,Two homeless men stand outside with a cardboard sign.,Two homeless young men holding a cardboard sign.
2,A brown dog wades in the water.,A dog splashes in the murky water.
1,One man in an orange shirt wearing a white helmet is riding a bike.,The man wearing a blue helmet is riding a Polaris.
0,A little boy is standing in front of a wedding party laughing.,A person standing on a stage in front of a seated crowd
2,A person on a snowmobile.,A person on a snowmobile in mid jump.
0,The man is standing on the shore hitting a ball with a paddle.,Two teenage girls are standing on beside the beach listening to ipods.
0,This over the top photo shows two men taking a break.,A person with swim cap and goggles taking a breath.
2,Two brown dogs running together on sand,Two brown dogs are running on the sand.
0,A black dog is chasing after a red Frisbee.,A black poodle is running in the snow.
2,Two girls with ponytails ride an amusement park ride.,A young girl is on a ride at an amusement park.
2,A dog digging in the sand.,A brown dog digs in the sand.
0,Two men sit on the sidewalk in front of stores.,A woman in a bathing suit walks a dog on the beach.
2,A black and white spotted dog jumps over a stream.,A black and white spotted dog is jumping over the small stream of water.
2,A person on a bmx bike.,A man on a bike in mid-air
2,Two dogs running through tall grass.,Two dogs are running through a grassy area.
0,Little white dog wearing a leash jumping after a red ball.,A black and white dog returns a stick in the snow.
2,A group of people standing outside of a building.,A large group of people have formed a line outside.
0,A group of four children dancing in a backyard.,A group of children do stretches on colored mats.
2,a group of teenagers are jumping in the air on the beach.,A group of young people jump up in the air while on the beach.
2,A boy waves around a sparkler.,A young boy is twisting a sparkler around in the air.
1,Several people are sitting around a fire at night.,A group of people are standing and sitting around on the ground at night.
2,Two different breeds of brown and white dogs play on the beach.,Two dogs playing in the sand at the beach.
2,One man and two women dressed in vampire costumes,A man and two women dressed in costumes.
1,"Two boys, one wearing a hat, in a playground.",Boy in tan hat laughs while sitting near playground equipment.
2,Two dogs playing in snow.,Two dogs play in the snow.
0,A woman holds a baby while a man looks at it as another man holding a child watches.,A woman stands with her arms out in a store while another woman holds a camera.
2,A white fluffy dog is running in pure white snow.,"A fluffy, white dog running in the snow."
0,A woman holding a newspaper.,A man rollerblading on a metal bar.
2,A group of men playing brass instruments.,A group of guys play instruments outside.
0,Two girls on the shore watch people in a boat fish.,"Two males, one in red and one in white playing a basketball game."
2,a snowboarder jumps into the air.,A snowboarder flies through the air.
0,A white dog with red ears is running in the snow.,a wet black dog with a red collar is in the river
0,A little girl and a little boy hold hands on a shiny slide.,A little girl in a paisley dress runs across a sandy playground.
2,Kids play soccer on a field.,Three boys playing soccer in a field
1,A man jumps off of one rooftop onto another.,A young man jumps from one balcony to another.
2,"One child pulls another, sitting in a red wagon, along the sand.",A young boy pulls another boy wearing a silly hat in a radio flyer wagon.
1,An owl has its wings up and widespread during the day.,The bird has its wings spread as it flies.
0,A man in a blue cap is sitting on a stool under a tree.,A dog standing on a beach with a ball nearby.
2,A woman sings into a microphone by a guy playing a guitar.,A woman sings into a microphone with a guitar player in the background.
1,Three sheep graze on the grassy field with a dog walking behind them.,a small group of goats in the grass with a black and white dog in the backgroud.
2,a cyclist is making his bike jump between two rocks.,A man jumps his bicycle in the air between two rocks.
0,A young girl with a pink hat on with a yellow building in the background.,A young girl in a pink dress with something in her hand.
2,A girl in a pink dress rides her bike along a white picket fence.,A girl in a red dress rides her bike in front of a white fence.
0,A brown furry animal stands behind some plants.,A dog pants while standing in the woods.
0,A child in a red shirt is using a black wake board to splash over a beach wave.,A man in a rowboat is rowing across blue water.
2,The tan and white dog is running in the field.,The brown and white dogs run through the field.
0,"Two teenage girls, one is smiling.",A little girl on a kid swing.
0,Two birds interacting in the grass,Two dogs play with each other outdoors.
2,Two hikers stand at the top of a snowy mountain.,Two mountain climbers stand on the top of a mountain looking around.
2,Two children in a field of red flowers.,Two kids are playing in a field of red flowers.
2,A young men jumps off rocks into a lake.,A young man in red swimming trunks jumped off a large rock into the water.
2,A small black dog is in the grass.,A black dog is running in the grass.
0,A lady dressed in a kimono is looking at the camera.,Two girls dressed in black are sitting in a room making suggestive poses at the camera.
0,A group of people are firing up a hot air balloon.,A large group of people riding brown and white horses.
0,Children play fight with swords.,A child and parent pet a horse.
0,A man is wind sailing in the ocean.,A dog is running through the ocean.
0,Three dogs racing on a dirt track,Cars racing on a dirt track
0,Two people holding hands and walking in a field.,Two men walking past a mural of a car.
0,A brown dog chases a Frisbee,A brown dog squating on grass.
2,Woman in red overalls standing on the sidewalk.,A woman in red overalls stands on sidewalk.
1,A dog is running through a backyard full of leaves.,Three dogs run through a field.
2,two puppies playing around in the grass,Two puppies play in the grass
0,Two black and white dogs are playing together outside.,Two children and a black dog are playing out in the snow.
0,Three dogs running through water.,A black dog running through water.
0,A woman sits alone against a brick wall,A woman is walking with a red bag.
1,A brown dog carrying a stick in its mouth.,A dog swimming with a stick in its mouth.
0,A young woman leans over her plate at a meal.,"A young woman, topless except for paint or mud."
2,A person climbs up a snowy hill while their dog follows.,A person climbs a snowy hill while a black dog follows.
0,A brown dog sits on the beach.,A dog running on the beach
2,Scuba diver submerged in water.,The scuba diver is underwater.
0,The man is riding a bike down a dirt hill.,A trick bicyclist grinds down a handrail.
1,A large gray dog is playing in the deep snow.,Four dogs playing in the snow.
0,A man riding his bike on the beach by the ocean.,A man walking his cow down the side of the road.
0,A dog in in a car.,A dog is biting a mop.
0,A dog with floppy ears walking towards the camera in the woods.,A child in front of his own reflection turning towards the camera and smiling.
1,A brown dog is splashing water everywhere by shaking the water off of itself.,A white dog is standing by a river shaking himself dry.
0,A black and white dog is running on the beach.,The black and brown dog is running through the snow.
2,Many middle eastern people are sitting in the back of a blue truck.,A group of people are riding in the back of a truck.
2,Person with two ski poles skiing down a snowy hill.,A person skiing down a snowy hill.
2,A woman is eating fish at a restaurant.,A woman eating a large fish in a restaurant.
1,A child and two dogs play in the water.,A child in red and blue floaties looking down at the water.
1,A skateboarder doing a trick on a stone wall.,A skateboarder riding up to a slope.
2,People are standing on an escalator moving up.,People ride up an escalator.
2,A lady is running her dog through an agility course.,Trainer runs her dog through training course with green pipe
0,The white and brown dog is shaking its ears.,The brown dog is running across the sand.
0,Some children are raising their hands and clapping.,Three children are playing soccer in the sand.
0,A man blowing a large bubble.,A man walking a large black horse.
2,Two people sit on a dock near the water.,Two people sit on the end of a dock in the middle of still water.
2,Hockey goal-keeper laying on the ice in front of net.,A hockey player is laying on the ice in front of the goal.
0,A skier wearing blue snow pants is flying through the air near a jump.,A skier stands on his hands in the snow in front of a movie camera.
2,The brown dog is running along a grassy pathway.,A brown dog is running along a grassy stretch divided by strings.
0,The girl is wearing a blue striped shirt and Rollerblades.,a man wearing a black and white shirt jumping on a dogs back
0,A tattooed man in black playing a white guitar and singing.,A woman in a black and white coat and earmuffs.
0,A dog running along the beach.,Boy and girl running along the beach.
2,A young man and woman sitting on a bench outside are kissing.,The man and woman sitting on a bench are kissing.
2,A brown dog is jumping up to catch a green strap in it's mouth.,A grey dog jumps to bite a green leash.
2,A black dog is running in the grass.,A black and a brown dog running in the grass.
0,A woman is sitting on a sidewalk with a cell phone at her ear.,A woman is riding her bicycle.
0,Three dogs play in a grassy field.,Some kids play in a field.
2,A young boy plays in a red ball pit.,A laughing boy lies on a pit of blue balls.
2,A surfer on a wave.,A surfer is riding a wave.
1,The skateboarder gets to the top of the ramp.,The skateboarder rides the pipe wall at a skater park.
0,Two men in a running contest.,Dogs in a race.
2,Two kids are walking on a path in the woods.,Two children walking down a path in the woods.
2,a brown and white dog is running on the grass.,The tan and black dog is running across the grass.
2,Two dogs run side-by-side on the grass.,Two dogs running on grass.
2,Two dogs are peeing at a red fire hydrant.,Two dogs are urinating on the red fire hydrant.
0,A rugby player in dark gear is carrying a light colored rugby ball with arm outstretched.,A brown dog splashes in the water while carrying a ball in it's mouth.
0,Two people are walking through some water.,Two girls are walking by a tree in front of a brick building.
2,A dog splashing in the water.,A dog splashes in the murky water.
0,A group of people are walking down the sidewalk of a big city.,A group of people are riding in the back of a truck.
0,The dog is in the air above the grass.,The dog is laying on a bed with a blue sheet.
0,A black dog is running through some water.,A man in a football uniform is running with a football during a game.
0,Girl stands in subway waiting on something.,A girl stands in a dimly lit area.
0,The man is sitting with a little girl in the park.,The man is playing with the shaggy little dog.
2,A large tan dog is running with a green item in its mouth,The tan dog is carrying a green squeak toy in its mouth.
0,A group of people in boats racing towards the shore.,A classroom of students watching a presentation.
0,A person is riding a skateboard in the air above a ramp.,A biker is riding along a track element located with a wooded area.
0,A boy skateboards down the metal handrail at night.,"A brown dog runs on the sand, holding a stick."
0,A person is squeezing through an opening in the rock face.,A medium sized brown dog is running through an open white wooded area.
0,Dog running towards camera with a ball in its mouth.,The black and white dog swims with a brown object in its mouth.
2,A young girl running on the beach.,A little girl running at on the shore of a beach.
0,A baseball player throws the ball.,The basketball player holds the ball.
2,A man is swinging on a rope over water.,A man in a maroon bathing suit swings on a rope on a lake.
0,A young girl dressed in a Minnie mouse outfit and an older woman walking down the sidewalk.,a man wearing a white suit holding a newspaper walking through the streets.
